序号,波位号,北斗时间戳,时间戳(ms),方位(度),距离(m),俯仰(度),高度(m),径向速度(m/s),信噪比,RCS,宽窄脉冲(0宽1窄),俯仰波束,本波位目标数,是否有效点
262,6,910604,910604,32.8914,7138.08,0.5727,71.35,1.3652,15,3.592330e+01,0,0,2,1
263,6,910604,910604,37.4693,10223.50,-0.2096,-37.40,-0.8191,36,1.000000e+02,0,0,2,1
264,7,910768,910768,36.6686,1437.83,-1.1010,-27.63,2.1843,25,2.423910e-01,1,0,16,1
265,7,910768,910768,37.0674,1485.72,0.2052,5.32,-11.7406,6,8.919160e-03,1,0,16,1
266,7,910768,910768,40.6554,1725.09,-1.3644,-41.08,4.6416,22,1.191930e-01,1,0,16,1
267,7,910768,910768,39.4785,1778.68,-1.8359,-56.98,-47.2354,6,2.017590e-02,1,0,16,1
268,7,910768,910768,42.3876,2299.89,-0.6678,-26.80,-25.1194,10,7.371280e-02,1,0,16,1
269,7,910768,910768,39.6632,1721.23,-1.3230,-39.74,-0.8191,23,9.038430e-01,0,0,16,1
270,7,910768,910768,39.5144,1745.05,-1.1114,-33.85,-1.0921,19,4.747210e-01,0,0,16,1
271,7,910768,910768,39.3869,1769.31,-0.8362,-25.82,50.2388,8,4.099940e-02,0,0,16,1
272,7,910768,910768,39.8821,2538.88,-0.2450,-10.86,0.5461,59,1.000000e+02,0,0,16,1
273,7,910768,910768,39.7704,2632.70,-0.3797,-17.45,-44.5050,9,3.806950e+00,0,0,16,1
274,7,910768,910768,42.4721,7093.60,-0.3352,-41.50,-1.9113,13,1.639330e+01,0,0,16,1
275,7,910768,910768,36.4418,9112.76,0.0159,2.52,-0.5461,59,1.000000e+02,0,0,16,1
276,7,910768,910768,39.5079,9499.71,0.3055,50.65,-1.0921,23,1.000000e+02,0,0,16,1
277,7,910768,910768,37.9011,10221.80,-0.1433,-25.57,0.5461,54,1.000000e+02,0,0,16,1
278,7,910768,910768,38.9223,10718.20,0.1003,18.76,-0.5461,56,1.000000e+02,0,0,16,1
279,7,910768,910768,41.5011,11447.00,0.3708,74.09,0.8191,18,1.000000e+02,0,0,16,1
280,8,910932,910932,45.1854,3808.93,23.4079,1513.19,135.7380,23,9.116850e+01,0,4,1,1
281,9,911096,911096,48.8061,2112.03,-0.5563,-20.50,-1.0921,25,1.290790e-01,1,0,3,1
282,9,911096,911096,53.5656,2801.12,-0.1063,-5.20,-1.0921,33,1.793040e+01,0,0,3,1
283,9,911096,911096,45.5171,3787.33,23.6248,1517.75,131.2140,18,4.083710e+00,0,4,3,1
284,10,911260,911260,56.7086,1677.22,1.5281,44.73,2.4573,19,7.579930e-03,1,0,2,1
285,10,911260,911260,54.0159,12095.40,5.8546,1233.79,-30.3071,14,1.000000e+02,0,1,2,1
286,11,911424,911424,57.3875,1680.38,1.1518,33.78,2.1843,25,1.885680e-02,1,0,3,1
287,11,911424,911424,62.2879,3954.15,7.5508,519.60,7.6450,19,3.079930e+00,0,1,3,1
288,11,911424,911424,61.8065,5012.76,4.6010,402.11,2.4573,27,7.124450e+01,0,1,3,1
289,12,911588,911588,67.7629,2801.47,1.1802,57.70,14.7440,21,3.804290e-01,0,0,3,1
290,12,911588,911588,63.9576,3882.19,4.6690,316.01,-6.0068,18,3.260390e+00,0,1,3,1
291,12,911588,911588,62.2534,5013.31,4.3271,378.25,1.6382,26,3.459090e+01,0,1,3,1
292,13,911752,911752,73.5458,2160.61,-0.5583,-21.05,-0.8191,30,8.458980e-01,1,0,2,1
293,13,911752,911752,71.4560,2779.24,0.5186,25.16,15.5631,21,7.003230e-01,0,0,2,1
294,14,911916,911916,76.1116,1703.90,-1.2246,-36.42,-3.8225,26,4.744730e-02,1,0,1,1
295,15,912080,912080,82.2592,2658.67,0.1850,8.59,1.3652,38,2.118580e+01,0,0,1,1
296,16,912244,912244,85.8981,2658.29,1.1018,51.12,-2.1843,26,1.417440e+00,0,0,1,1
297,0,912408,912408,357.8880,8686.10,1.2523,189.83,9.0102,19,1.000000e+02,0,0,1,1
298,1,912572,912572,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
299,2,912736,912736,16.5076,1250.51,3.5767,78.01,-11.7406,24,3.567890e-03,1,1,1,1
300,3,912900,912900,18.0993,1263.70,4.1488,91.42,-11.7406,23,1.587060e-03,1,1,1,1
301,4,913064,913064,27.0224,1319.20,-1.7099,-39.36,3.5495,11,3.607240e-02,1,0,14,1
302,4,913064,913064,25.9689,1433.99,-0.7593,-19.00,6.5529,16,1.589900e-01,0,0,14,1
303,4,913064,913064,26.1500,1457.77,-0.6822,-17.36,-1.9113,23,9.695520e-01,0,0,14,1
304,4,913064,913064,26.2919,1529.50,-0.9721,-25.95,37.1330,8,2.699400e-02,0,0,14,1
305,4,913064,913064,26.4636,2489.74,-0.4127,-17.93,10.9215,15,1.339460e+00,0,0,14,1
306,4,913064,913064,24.6282,3931.18,0.0282,1.93,0.5461,58,1.000000e+02,0,0,14,1
307,4,913064,913064,22.0693,5109.85,0.2489,22.20,5.7338,22,1.000000e+02,0,0,14,1
308,4,913064,913064,24.0778,5879.07,-0.1422,-14.59,-1.6382,26,1.000000e+02,0,0,14,1
309,4,913064,913064,23.7035,5895.18,-0.0778,-8.00,0.5461,58,1.000000e+02,0,0,14,1
310,4,913064,913064,22.8044,7624.52,0.3320,44.17,0.8191,26,1.000000e+02,0,0,14,1
311,4,913064,913064,25.1663,8006.46,0.2771,38.72,-2.7304,24,1.000000e+02,0,0,14,1
312,4,913064,913064,27.1123,9693.02,1.6614,281.02,-46.1433,10,8.593310e+01,0,0,14,1
313,4,913064,913064,28.8193,9709.98,0.2592,43.93,-2.7304,25,1.000000e+02,0,0,14,1
314,4,913064,913064,24.0841,11438.90,1.0565,210.92,0.5461,53,1.000000e+02,0,0,14,1
315,5,913228,913228,31.4144,786.74,0.5399,7.41,6.8259,36,4.962200e-03,1,0,1,1
316,6,913392,913392,31.6227,786.78,0.7324,10.06,7.0990,30,1.625290e-03,1,0,1,1
317,7,913556,913556,37.4251,1506.37,-0.6017,-15.82,-32.7644,9,7.416450e-03,1,0,13,1
318,7,913556,913556,40.6259,1727.25,-1.4554,-43.87,4.6416,19,6.723410e-02,1,0,13,1
319,7,913556,913556,42.8371,2318.05,-0.7401,-29.94,0.8191,26,2.306160e+00,1,0,13,1
320,7,913556,913556,39.9358,2538.76,-0.2708,-12.00,0.5461,58,1.000000e+02,0,0,13,1
321,7,913556,913556,39.7151,2635.00,-0.2874,-13.22,68.5323,8,4.555140e+00,0,0,13,1
322,7,913556,913556,39.5119,3042.43,-0.4061,-21.57,58.7030,11,3.173180e+00,0,0,13,1
323,7,913556,913556,38.3509,7724.33,0.8499,114.58,-36.3139,13,1.436800e+01,0,0,13,1
324,7,913556,913556,36.3960,9092.49,0.1486,23.58,52.9692,10,1.000000e+02,0,0,13,1
325,7,913556,913556,36.4434,9112.78,0.0190,3.02,0.5461,59,1.000000e+02,0,0,13,1
326,7,913556,913556,39.5089,9499.93,0.4058,67.28,1.0921,26,1.000000e+02,0,0,13,1
327,7,913556,913556,38.1021,10221.00,-0.1269,-22.63,1.9113,26,1.000000e+02,0,0,13,1
328,7,913556,913556,38.9022,10717.80,0.1043,19.51,0.5461,55,1.000000e+02,0,0,13,1
329,7,913556,913556,43.2256,3471.76,23.8275,1402.54,122.1650,13,1.653110e+00,0,4,13,1
330,8,913720,913720,46.3156,3330.80,2.3782,138.21,-4.3686,18,1.655880e+00,0,0,6,1
331,8,913720,913720,41.3960,4771.75,-0.1829,-15.23,9.5563,17,3.992560e+00,0,0,6,1
332,8,913720,913720,43.6402,1750.40,6.3672,194.12,-1.0921,17,4.608860e-03,1,1,6,1
333,8,913720,913720,44.8561,3184.57,4.4723,248.32,3.8225,20,1.107990e+00,0,1,6,1
334,8,913720,913720,45.9892,1938.38,11.5656,388.62,52.1501,12,1.139020e-02,0,2,6,1
335,8,913720,913720,44.0089,3445.41,24.5703,1432.63,-13.5738,17,6.668620e+00,0,4,6,1
336,9,913884,913884,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
337,10,914048,914048,55.3518,1673.11,0.3772,11.01,-4.6416,21,1.090970e-02,1,0,5,1
338,10,914048,914048,53.9941,12548.70,5.3601,1172.23,-31.1262,19,1.000000e+02,0,0,5,1
339,10,914048,914048,56.6697,4670.62,7.0693,574.81,-0.8191,23,1.882170e+01,0,1,5,1
340,10,914048,914048,55.0697,4723.94,6.4660,531.98,-3.0034,19,6.194330e+00,0,1,5,1
341,10,914048,914048,54.9700,12565.20,6.5661,1436.82,-31.1262,25,1.000000e+02,0,1,5,1
342,11,914212,914212,61.4674,2850.94,8.6103,426.82,1.6382,19,2.015080e-01,0,1,1,1
343,12,914376,914376,66.7856,3785.00,0.2958,19.54,-1.0921,31,5.859760e+01,0,0,5,1
344,12,914376,914376,63.9222,3906.20,4.2259,287.85,8.1911,15,3.256700e+00,0,0,5,1
345,12,914376,914376,63.7263,10672.30,0.7789,145.07,66.8941,14,9.730520e+01,0,0,5,1
346,12,914376,914376,62.7591,5031.82,5.9218,519.13,-6.0068,15,5.839450e+00,0,1,5,1
347,12,914376,914376,63.7010,1891.65,10.3978,341.41,-3.0034,16,9.263080e-03,1,2,5,1
348,13,914540,914540,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
349,14,914704,914704,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
350,15,914868,914868,82.8200,5947.17,0.7026,72.93,30.3071,13,9.821130e+00,0,0,1,1
351,16,915032,915032,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
352,0,915196,915196,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
353,1,915360,915360,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
354,2,915524,915524,16.2757,1289.40,2.9023,65.29,-12.0136,29,1.139060e-02,1,1,1,1
355,3,915688,915688,16.5646,1289.19,4.1115,92.43,-12.0136,24,4.803560e-03,1,1,1,1
356,4,915852,915852,23.2088,1324.13,-1.4767,-34.12,-4.6416,10,2.275440e-02,1,0,15,1
357,4,915852,915852,25.9984,1335.00,-1.3057,-30.42,3.5495,16,2.585870e-02,1,0,15,1
358,4,915852,915852,27.0975,1391.74,-0.1016,-2.47,21.0239,7,6.184040e-03,1,0,15,1
359,4,915852,915852,26.2993,1442.59,-0.9108,-22.93,1.9113,23,2.882940e+00,1,0,15,1
360,4,915852,915852,26.8718,2513.89,-0.5778,-25.35,-23.2081,15,1.174980e+00,0,0,15,1
361,4,915852,915852,27.4270,2537.14,-0.2268,-10.04,-22.6621,10,4.114690e-01,0,0,15,1
362,4,915852,915852,24.2867,3858.15,-0.1186,-7.99,-67.7132,10,1.813250e+01,0,0,15,1
363,4,915852,915852,24.6289,3931.14,0.0120,0.82,-0.5461,57,1.000000e+02,0,0,15,1
364,4,915852,915852,22.4922,5110.00,0.4328,38.60,7.0990,24,1.000000e+02,0,0,15,1
365,4,915852,915852,20.6959,5371.17,-0.2386,-22.37,38.4982,7,2.501250e+01,0,0,15,1
366,4,915852,915852,23.6615,5895.09,-0.0760,-7.82,-0.5461,58,1.000000e+02,0,0,15,1
367,4,915852,915852,23.2492,7623.46,0.2178,28.97,1.3652,25,1.000000e+02,0,0,15,1
368,4,915852,915852,28.0601,9710.30,0.2627,44.52,3.0034,25,1.000000e+02,0,0,15,1
369,4,915852,915852,25.8179,10051.60,3.1918,559.66,-63.0716,10,6.657840e+01,0,0,15,1
370,4,915852,915852,24.1889,11439.20,1.0031,200.25,-0.5461,52,1.000000e+02,0,0,15,1
371,5,916016,916016,26.4950,2778.82,9.5197,459.58,-6.2798,17,1.497740e-01,0,1,1,1
372,6,916180,916180,36.5658,7094.00,0.6109,75.63,1.9113,22,1.000000e+02,0,0,1,1
373,7,916344,916344,37.0258,1506.75,-0.7909,-20.80,36.5870,8,8.506930e-03,1,0,13,1
374,7,916344,916344,39.8253,1773.81,-1.0741,-33.25,1.0921,24,7.736770e-01,1,0,13,1
375,7,916344,916344,41.1856,2205.39,-0.1297,-4.99,-33.0375,7,4.548510e-02,1,0,13,1
376,7,916344,916344,41.4848,2328.56,-0.7044,-28.63,-0.8191,30,3.385650e+00,1,0,13,1
377,7,916344,916344,39.8888,2538.80,-0.2412,-10.69,-0.5461,58,1.000000e+02,0,0,13,1
378,7,916344,916344,40.4869,2635.43,0.1094,5.03,-42.3207,10,4.581630e+00,0,0,13,1
379,7,916344,916344,41.2022,4695.11,0.0509,4.17,2.1843,22,3.191690e+01,0,0,13,1
380,7,916344,916344,37.9234,8037.72,0.9765,136.98,5.7338,14,3.478790e+01,0,0,13,1
381,7,916344,916344,36.4597,9113.08,0.0090,1.43,-0.5461,58,1.000000e+02,0,0,13,1
382,7,916344,916344,39.4663,9500.68,0.2422,40.17,1.0921,25,1.000000e+02,0,0,13,1
383,7,916344,916344,37.9253,10220.90,-0.1407,-25.11,0.5461,53,1.000000e+02,0,0,13,1
384,7,916344,916344,38.9778,10717.90,0.0903,16.89,-0.5461,55,1.000000e+02,0,0,13,1
385,7,916344,916344,41.6732,3132.96,24.8983,1319.01,113.1150,24,9.933730e+00,0,4,13,1
386,8,916508,916508,44.7296,4701.61,-0.4144,-34.00,2.1843,21,7.101710e+00,0,0,3,1
387,8,916508,916508,42.2290,3109.63,24.7268,1300.73,113.1150,18,1.221990e+00,0,4,3,1
388,8,916508,916508,45.5637,2356.41,36.5130,1402.08,-11.5172,23,3.693410e-01,0,7,3,1
389,9,916672,916672,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
390,10,916836,916836,54.0834,3594.51,5.9599,373.23,0.8191,20,2.822230e+00,0,1,3,1
391,10,916836,916836,55.4789,4652.19,8.4544,683.98,-3.0034,20,7.355530e+00,0,1,3,1
392,10,916836,916836,55.7829,4671.86,8.3171,675.79,-3.2764,18,6.514860e+00,0,1,3,1
393,11,917000,917000,57.8066,1533.22,1.6632,44.50,-9.2833,22,4.427060e-03,1,0,1,1
394,12,917164,917164,66.1243,3858.82,5.0023,336.48,6.2798,16,1.550800e+00,0,1,2,1
395,12,917164,917164,66.0841,1792.73,12.5978,391.00,-3.5495,13,4.342660e-03,1,2,2,1
396,13,917328,917328,69.8379,2682.40,1.4114,66.07,16.6553,18,1.627410e-01,0,0,1,1
397,14,917492,917492,74.2122,4966.97,4.3455,376.35,3.5495,22,1.670870e+01,0,1,1,1
398,15,917656,917656,80.0573,2539.35,-0.3408,-15.10,-1.3652,40,3.103680e+01,0,0,3,1
399,15,917656,917656,81.8917,4507.16,2.2451,176.57,-3.5495,23,7.083250e+01,0,0,3,1
400,15,917656,917656,80.7678,9904.16,5.4685,943.85,-47.7815,14,7.422130e+01,0,1,3,1
401,16,917820,917820,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
402,0,917984,917984,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
403,1,918148,918148,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
404,2,918312,918312,16.4423,1319.06,3.7082,85.31,-12.0136,30,1.505510e-02,1,1,2,1
405,2,918312,918312,15.6393,1322.14,12.4819,285.76,7.3720,15,5.924540e-04,1,2,2,1
406,3,918476,918476,16.4637,1319.92,4.5029,103.62,-12.0136,27,6.389130e-03,1,1,1,1
407,4,918640,918640,27.1755,741.43,1.2621,16.33,8.4642,33,1.935610e-03,1,0,17,1
408,4,918640,918640,26.1412,1458.45,-0.6331,-16.12,1.6382,24,1.188460e+00,0,0,17,1
409,4,918640,918640,26.3586,1529.48,-0.5531,-14.76,-48.0545,5,1.339820e-02,0,0,17,1
410,4,918640,918640,26.9811,2514.10,-0.9170,-40.24,-24.0273,13,8.131240e-01,0,0,17,1
411,4,918640,918640,24.3570,3810.67,0.7566,50.32,67.7132,10,8.514880e+00,0,0,17,1
412,4,918640,918640,24.3658,3833.48,0.2901,19.41,67.4401,9,9.709980e+00,0,0,17,1
413,4,918640,918640,24.6320,3931.16,0.0361,2.48,0.5461,60,1.000000e+02,0,0,17,1
414,4,918640,918640,24.3759,4051.57,-0.6670,-47.16,-57.6108,9,1.209960e+01,0,0,17,1
415,4,918640,918640,22.0075,5108.74,0.0287,2.56,-8.1911,22,1.000000e+02,0,0,17,1
416,4,918640,918640,22.2310,5125.64,0.3175,28.41,5.7338,22,1.000000e+02,0,0,17,1
417,4,918640,918640,20.7116,5249.91,0.1380,12.64,-38.4982,10,3.632680e+01,0,0,17,1
418,4,918640,918640,23.6913,5895.39,-0.0784,-8.07,-0.5461,59,1.000000e+02,0,0,17,1
419,4,918640,918640,24.6391,6886.52,-0.0093,-1.11,0.8191,28,1.000000e+02,0,0,17,1
420,4,918640,918640,21.8466,7459.47,0.3174,41.32,0.8191,26,1.000000e+02,0,0,17,1
421,4,918640,918640,29.3994,9543.15,0.6750,112.42,2.4573,21,1.000000e+02,0,0,17,1
422,4,918640,918640,27.9635,9712.75,0.1749,29.65,-0.8191,24,1.000000e+02,0,0,17,1
423,4,918640,918640,24.2351,11439.40,0.9692,193.50,0.5461,53,1.000000e+02,0,0,17,1
424,5,918804,918804,27.9697,740.96,1.3614,17.60,8.4642,32,1.716280e-03,1,0,2,1
425,5,918804,918804,30.5905,1196.50,20.2857,414.83,9.0492,21,2.316580e-03,1,4,2,1
426,6,918968,918968,36.6588,7100.35,1.0500,130.12,-3.2764,16,3.938510e+01,0,0,2,1
427,6,918968,918968,39.2210,4641.19,26.1482,2045.35,103.6550,16,1.725420e+01,0,5,2,1
428,7,919132,919132,37.4873,1432.34,-1.4225,-35.56,-3.5495,18,3.499970e-02,1,0,16,1
429,7,919132,919132,40.3161,1730.29,-1.5458,-46.68,1.3652,34,2.000740e+00,1,0,16,1
430,7,919132,919132,37.9702,1990.45,-0.5646,-19.61,-64.4367,8,1.240720e-02,1,0,16,1
431,7,919132,919132,41.1807,2206.89,-0.3038,-11.70,-39.0443,7,3.818310e-02,1,0,16,1
432,7,919132,919132,39.7594,1770.42,-0.4355,-13.46,68.8053,5,3.043240e-02,0,0,16,1
433,7,919132,919132,39.8982,2538.80,-0.2623,-11.62,0.5461,60,1.000000e+02,0,0,16,1
434,7,919132,919132,40.8974,4718.40,0.0994,8.19,-5.7338,16,7.231520e+00,0,0,16,1
435,7,919132,919132,40.9669,5228.59,-0.1627,-14.84,0.8191,37,1.000000e+02,0,0,16,1
436,7,919132,919132,38.3105,7241.25,-0.7761,-98.09,0.8191,15,3.367830e+01,0,0,16,1
437,7,919132,919132,36.4476,9112.51,0.0176,2.80,0.5461,58,1.000000e+02,0,0,16,1
438,7,919132,919132,39.5453,9499.25,0.3649,60.50,1.0921,24,1.000000e+02,0,0,16,1
439,7,919132,919132,37.9211,10220.10,-0.1567,-27.95,0.5461,53,1.000000e+02,0,0,16,1
440,7,919132,919132,38.9504,10718.00,0.0896,16.77,0.5461,55,1.000000e+02,0,0,16,1
441,7,919132,919132,41.2854,11204.30,4.4050,860.56,38.4982,15,1.000000e+02,0,0,16,1
442,7,919132,919132,39.9771,2826.15,25.6614,1223.87,99.5415,27,5.402580e+00,0,4,16,1
443,7,919132,919132,39.9064,4619.96,26.1897,2038.99,97.8962,28,1.000000e+02,0,5,16,1
444,8,919296,919296,45.7824,3233.36,4.7611,268.38,-5.7338,23,2.169060e+00,0,0,5,1
445,8,919296,919296,41.2323,4770.98,0.0495,4.13,-5.1877,19,8.310130e+00,0,0,5,1
446,8,919296,919296,46.2385,11129.20,0.1579,30.68,5.7338,18,1.000000e+02,0,0,5,1
447,8,919296,919296,47.3291,3520.86,6.0729,372.49,2.1843,19,1.752790e+00,0,1,5,1
448,8,919296,919296,44.6167,2088.74,14.8004,533.57,5.4607,16,1.334560e-02,1,2,5,1
449,9,919460,919460,50.6656,1962.73,-1.4781,-50.63,-1.0921,35,8.732080e-01,0,0,5,1
450,9,919460,919460,50.4558,2731.02,-0.4131,-19.69,6.8259,23,9.048120e-01,0,0,5,1
451,9,919460,919460,49.0933,3520.86,5.8329,357.82,1.3652,23,4.273370e+00,0,1,5,1
452,9,919460,919460,51.8781,3640.52,7.0182,444.82,-1.9113,18,2.440700e+00,0,1,5,1
453,9,919460,919460,49.1146,12705.20,13.9057,3053.38,-13.1058,14,1.000000e+02,0,2,5,1
454,10,919624,919624,55.6550,2107.04,9.4274,345.13,-3.2764,14,1.223730e-02,0,1,2,1
455,10,919624,919624,55.3742,4699.29,7.8846,644.64,-1.3652,19,5.630650e+00,0,1,2,1
456,11,919788,919788,62.2491,1534.32,-0.3959,-10.60,-9.0102,17,3.947870e-03,1,0,2,1
457,11,919788,919788,62.0019,3907.52,1.9058,129.95,-8.1911,22,8.497330e+00,0,0,2,1
458,12,919952,919952,64.5661,1414.31,-1.0225,-25.24,-0.8191,49,2.826200e+00,1,0,2,1
459,12,919952,919952,66.3107,2417.70,12.2350,512.37,3.8225,16,3.828860e-02,0,2,2,1
460,13,920116,920116,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
461,14,920280,920280,78.6639,2586.48,-0.4395,-19.84,-1.3652,46,9.315520e+01,0,0,1,1
462,15,920444,920444,79.8305,2248.14,-0.7286,-28.59,0.8191,43,2.932630e+01,1,0,3,1
463,15,920444,920444,81.1436,4530.76,3.0387,240.18,-6.8259,24,8.722450e+01,0,0,3,1
464,15,920444,920444,80.9826,4530.43,2.9414,232.48,-6.8259,21,1.578450e+01,0,1,3,1
465,16,920608,920608,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
466,0,920772,920772,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
467,1,920936,920936,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
468,2,921100,921100,16.1297,1347.30,4.2384,99.58,-11.7406,29,1.483800e-02,1,1,3,1
469,2,921100,921100,13.8787,2993.32,3.5497,185.33,1.6382,19,4.925100e-01,0,1,3,1
470,2,921100,921100,13.1138,1292.76,14.2925,319.15,8.4642,15,5.867530e-04,1,2,3,1
471,3,921264,921264,16.9008,1359.97,3.7548,89.06,-11.7406,23,5.732480e-03,1,1,1,1
472,4,921428,921428,25.4030,717.75,1.3834,17.33,9.0102,38,4.406160e-03,1,0,15,1
473,4,921428,921428,25.5827,1386.18,-1.1111,-26.88,47.5084,5,5.321740e-03,0,0,15,1
474,4,921428,921428,26.4690,1434.08,-0.6329,-15.84,1.0921,19,2.501640e-01,0,0,15,1
475,4,921428,921428,26.3352,1458.08,-0.6149,-15.65,-3.8225,20,3.554620e-01,0,0,15,1
476,4,921428,921428,25.9558,1529.56,-0.2832,-7.56,-37.4061,10,3.075110e-02,0,0,15,1
477,4,921428,921428,26.2284,2466.50,-0.2523,-10.86,23.2081,12,7.387870e-01,0,0,15,1
478,4,921428,921428,26.2553,2490.28,-0.5634,-24.49,17.7474,10,4.462080e-01,0,0,15,1
479,4,921428,921428,26.5724,2538.20,-0.2938,-13.02,-51.0579,6,1.960950e-01,0,0,15,1
480,4,921428,921428,24.6078,3931.22,0.0183,1.25,-0.5461,59,1.000000e+02,0,0,15,1
481,4,921428,921428,22.5036,5107.77,0.2007,17.89,8.1911,17,7.925730e+01,0,0,15,1
482,4,921428,921428,23.6600,5895.00,-0.0764,-7.86,0.5461,58,1.000000e+02,0,0,15,1
483,4,921428,921428,22.8694,7625.03,0.0616,8.20,-0.8191,24,1.000000e+02,0,0,15,1
484,4,921428,921428,23.7982,8971.02,0.3228,50.54,40.9556,10,6.151680e+01,0,0,15,1
485,4,921428,921428,28.5129,9710.42,0.3579,60.65,-3.8225,22,1.000000e+02,0,0,15,1
486,4,921428,921428,24.1608,11439.00,0.9938,198.40,-0.5461,53,1.000000e+02,0,0,15,1
487,5,921592,921592,29.6820,3379.35,-0.0268,-1.58,-0.8191,38,1.000000e+02,0,0,1,1
488,6,921756,921756,34.5339,5803.75,7.1481,722.18,21.8430,13,8.099230e+00,0,1,2,1
489,6,921756,921756,37.2650,4377.21,26.5217,1954.59,86.3790,19,8.504900e+01,0,5,2,1
490,7,921920,921920,41.0376,1727.90,-1.3424,-40.48,4.6416,18,6.584050e-02,1,0,16,1
491,7,921920,921920,39.4157,1776.41,-0.6145,-19.05,15.0170,9,3.705350e-02,1,0,16,1
492,7,921920,921920,39.6676,2204.13,-0.3341,-12.85,-33.8566,3,2.191870e-02,1,0,16,1
493,7,921920,921920,39.5089,1769.49,-1.2331,-38.08,-1.3652,19,6.122420e-01,0,0,16,1
494,7,921920,921920,39.8762,2538.78,-0.2449,-10.85,0.5461,60,1.000000e+02,0,0,16,1
495,7,921920,921920,39.8250,2634.49,-0.2130,-9.80,58.9760,10,5.724190e+00,0,0,16,1
496,7,921920,921920,41.0251,4700.19,0.8669,71.11,6.0068,20,1.569770e+01,0,0,16,1
497,7,921920,921920,40.9161,4792.27,0.0961,8.04,-5.4607,28,9.756870e+01,0,0,16,1
498,7,921920,921920,41.3877,5226.16,-0.1186,-10.82,0.8191,34,1.000000e+02,0,0,16,1
499,7,921920,921920,41.9681,5282.24,-0.3038,-28.01,1.0921,23,4.503250e+01,0,0,16,1
500,7,921920,921920,38.6144,8006.07,1.7178,240.00,7.6450,17,5.957790e+01,0,0,16,1
501,7,921920,921920,36.4252,9112.45,0.0190,3.02,0.5461,59,1.000000e+02,0,0,16,1
502,7,921920,921920,39.5408,9500.61,0.3084,51.14,1.0921,25,1.000000e+02,0,0,16,1
503,7,921920,921920,38.3841,10221.90,-0.1194,-21.31,1.6382,25,1.000000e+02,0,0,16,1
504,7,921920,921920,38.9224,10718.20,0.0797,14.91,-0.5461,54,1.000000e+02,0,0,16,1
505,7,921920,921920,38.0220,4352.12,26.9235,1970.64,86.3790,22,8.474160e+01,0,5,16,1
506,8,922084,922084,44.1518,3450.99,0.8901,53.61,-7.0990,15,1.330470e+00,0,0,2,1
507,8,922084,922084,46.0739,4677.74,-0.4282,-34.96,6.8259,19,6.528610e+00,0,0,2,1
508,9,922248,922248,48.5778,1073.97,11.9716,222.77,-1.6382,15,2.561070e-04,1,2,1,1
509,10,922412,922412,52.7774,3641.53,6.5282,414.01,2.4573,22,3.594630e+00,0,1,3,1
510,10,922412,922412,55.5601,4676.01,7.1516,582.14,-1.3652,26,2.661380e+01,0,1,3,1
511,10,922412,922412,55.5997,2537.68,10.5725,465.61,-4.0956,17,4.841230e-02,0,2,3,1
512,11,922576,922576,60.2249,524.12,3.3128,30.29,-41.5016,11,3.820380e-06,1,0,2,1
513,11,922576,922576,58.7443,2417.95,5.7431,241.96,-1.9113,21,9.994480e-02,0,1,2,1
514,12,922740,922740,66.5120,1965.16,0.5657,19.40,8.4642,16,1.053170e-02,1,0,1,1
515,13,922904,922904,69.3479,2609.30,0.7500,34.16,5.7338,28,1.516780e+00,0,0,2,1
516,13,922904,922904,69.5979,1488.69,4.9369,128.11,-2.1843,19,2.916220e-03,1,1,2,1
517,14,923068,923068,76.9830,2779.35,-0.3996,-19.38,9.0102,20,8.223460e-01,0,0,1,1
518,15,923232,923232,81.7638,2680.72,-0.0836,-3.91,-1.3652,40,3.476730e+01,0,0,1,1
519,16,923396,923396,86.8396,2658.99,0.5035,23.36,-6.5529,23,5.850820e-01,0,0,2,1
520,16,923396,923396,88.0890,12615.70,5.0280,1105.66,-46.6893,14,1.000000e+02,0,1,2,1
521,0,923560,923560,3.2038,2038.64,7.0622,250.64,67.7132,14,1.013660e-02,1,1,1,1
522,1,923724,923724,0.0000,0.00,0.0000,0.00,0.0000,0,0.000000e+00,0,0,0,0
