CPI序号,波位号,时间戳(ms),帧间隔(ms),目标数,有效点迹数,宽脉冲数,窄脉冲数,最小距离(m),最大距离(m),最小速度(m/s),最大速度(m/s),正高度点数,负高度点数(地杂波)
2475,7,1303876,164,11,11,7,4,642.4,10719.0,-1.09,20.20,2,9
2476,8,1304040,164,10,10,4,6,600.9,5227.8,-3.28,22.39,2,8
2477,9,1304204,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2478,10,1304368,164,2,2,1,1,1531.4,3184.5,-6.28,0.82,0,2
2479,11,1304532,164,4,4,1,3,357.3,5347.5,-65.53,1.37,1,3
2480,12,1304696,164,2,2,2,0,3595.6,4818.9,-5.46,4.91,2,0
2481,13,1304860,164,3,3,2,1,1513.9,3905.8,1.09,1.64,3,0
2482,14,1305024,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2483,15,1305188,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2484,16,1305352,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2485,0,1305516,164,1,1,0,1,1436.4,1436.4,-0.82,-0.82,0,1
2486,1,1305680,164,1,1,1,0,5490.1,5490.1,11.09,11.09,1,0
2487,2,1305844,164,2,2,2,0,3473.5,12158.4,-0.55,12.01,2,0
2488,3,1306008,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2489,4,1306172,164,16,16,13,3,454.3,11439.3,-25.39,49.42,5,11
2490,5,1306336,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2491,6,1306500,164,3,3,3,0,3354.6,11490.8,-7.65,-3.28,2,1
2492,7,1306664,164,10,10,6,4,454.5,10719.1,-63.89,54.61,2,8
2493,8,1306828,164,14,14,4,10,616.5,10822.4,-3.00,48.60,4,10
2494,9,1306992,164,2,2,1,1,1080.2,4768.5,-1.37,3.55,1,1
2495,10,1307156,164,1,1,0,1,1144.1,1144.1,0.82,0.82,0,1
2496,11,1307320,164,3,3,3,0,4867.5,7457.5,-35.49,-1.37,3,0
2497,12,1307484,164,2,2,2,0,3594.0,6900.9,5.73,66.08,2,0
2498,13,1307648,164,3,3,3,0,4386.3,7601.1,-0.82,66.08,3,0
2499,14,1307812,164,2,2,0,2,548.3,2209.2,-131.21,-1.64,1,1
2500,15,1307976,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2501,16,1308140,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2502,0,1308304,164,1,1,0,1,381.4,381.4,-22.39,-22.39,0,1
2503,1,1308468,164,1,1,1,0,12179.7,12179.7,-8.46,-8.46,1,0
2504,2,1308632,164,2,2,2,0,3448.6,12163.7,-9.01,12.01,2,0
2505,3,1308796,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2506,4,1308960,164,18,18,14,4,452.4,11439.3,-55.43,41.23,7,11
2507,5,1309124,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2508,6,1309288,164,2,2,2,0,3378.1,3378.9,-9.56,-9.56,2,0
2509,7,1309452,164,20,20,14,6,1004.6,10718.9,-42.05,66.62,5,15
2510,8,1309616,164,17,17,9,8,601.9,10817.4,-58.70,54.06,7,10
2511,9,1309780,164,2,2,1,1,2200.7,2682.3,-3.00,3.55,1,1
2512,10,1309944,164,1,1,1,0,2873.9,2873.9,3.82,3.82,1,0
2513,11,1310108,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2514,12,1310272,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2515,13,1310436,164,3,3,3,0,4385.9,8254.8,-1.09,66.08,3,0
2516,14,1310600,164,2,2,2,0,5061.5,5131.8,-5.73,7.10,2,0
2517,15,1310764,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2518,16,1310928,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2519,0,1311092,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2520,1,1311256,164,2,2,1,1,505.9,12190.5,-16.11,10.10,2,0
2521,2,1311420,164,3,3,2,1,1893.0,12191.2,-16.38,21.84,2,1
2522,3,1311584,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2523,4,1311748,164,18,18,16,2,1335.3,11439.4,-67.17,31.67,6,12
2524,5,1311912,164,2,2,1,1,2251.4,5442.7,0.82,0.82,0,2
2525,6,1312076,164,1,1,0,1,864.9,864.9,7.65,7.65,1,0
2526,7,1312240,164,15,15,11,4,1506.6,11563.3,-54.06,45.32,2,13
2527,8,1312404,164,19,19,10,9,495.4,10770.9,-69.08,33.86,5,14
2528,9,1312568,164,1,1,0,1,2183.3,2183.3,-1.09,-1.09,1,0
2529,10,1312732,164,1,1,1,0,3208.9,3208.9,-0.82,-0.82,0,1
2530,11,1312896,164,2,2,0,2,380.3,447.4,-0.82,7.92,0,2
2531,12,1313060,164,2,2,2,0,3232.6,3569.8,-4.37,6.55,1,1
2532,13,1313224,164,1,1,1,0,8133.6,8133.6,66.08,66.08,1,0
2533,14,1313388,164,2,2,1,1,428.3,7436.2,-36.04,21.57,1,1
2534,15,1313552,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2535,16,1313716,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2536,0,1313880,164,2,2,0,2,1413.8,1436.1,-0.82,0.82,0,2
2537,1,1314044,164,3,3,3,0,2083.0,12254.2,-60.61,4.10,3,0
2538,2,1314208,164,3,3,2,1,1058.5,12257.1,-23.21,12.01,3,0
2539,3,1314372,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2540,4,1314536,164,10,10,9,1,1443.9,11439.6,-3.82,6.55,5,5
2541,5,1314700,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2542,6,1314864,164,1,1,1,0,3448.6,3448.6,-5.46,-5.46,1,0
2543,7,1315028,164,22,22,14,8,1028.2,10791.2,-4.91,62.53,6,16
2544,8,1315192,164,14,14,6,8,599.9,10864.6,-63.62,29.49,3,11
2545,9,1315356,164,1,1,1,0,1649.6,1649.6,-3.55,-3.55,0,1
2546,10,1315520,164,1,1,0,1,1559.6,1559.6,-0.82,-0.82,0,1
2547,11,1315684,164,6,6,2,4,355.1,5369.9,-4.37,42.59,2,4
2548,12,1315848,164,1,1,0,1,1179.0,1179.0,-2.46,-2.46,0,1
2549,13,1316012,164,5,5,4,1,1126.4,8749.9,-12.56,66.08,4,1
2550,14,1316176,164,1,1,1,0,2778.9,2778.9,0.82,0.82,0,1
2551,15,1316340,164,1,1,1,0,1985.6,1985.6,-4.64,-4.64,1,0
2552,16,1316504,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2553,0,1316668,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2554,1,1316832,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2555,2,1316996,164,3,3,3,0,2465.1,12330.6,-29.76,12.01,3,0
2556,3,1317160,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2557,4,1317324,164,20,20,18,2,1337.8,11439.5,-48.60,66.62,6,14
2558,5,1317488,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2559,6,1317652,164,2,2,2,0,3450.0,5730.0,-52.97,-4.10,1,1
2560,7,1317816,164,15,15,11,4,1509.2,10718.4,-44.51,66.08,3,12
2561,8,1317980,164,17,17,11,6,616.8,10813.6,-51.60,12.56,7,10
2562,9,1318144,164,1,1,1,0,3449.5,3449.5,4.10,4.10,1,0
2563,10,1318308,164,1,1,0,1,1003.8,1003.8,3.82,3.82,1,0
2564,11,1318472,164,3,3,3,0,4793.2,4939.4,-3.28,3.28,3,0
2565,12,1318636,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2566,13,1318800,164,6,6,5,1,1178.6,10265.2,-15.84,66.08,5,1
2567,14,1318964,164,3,3,2,1,1990.2,3305.0,-2.46,1.64,0,3
2568,15,1319128,164,1,1,1,0,2850.7,2850.7,1.37,1.37,0,1
2569,16,1319292,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2570,0,1319456,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2571,1,1319620,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2572,2,1319784,164,1,1,1,0,3305.7,3305.7,12.01,12.01,1,0
2573,3,1319948,164,1,1,0,1,884.0,884.0,0.82,0.82,0,1
2574,4,1320112,164,15,15,13,2,1317.1,11439.5,-55.43,41.50,7,8
2575,5,1320276,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2576,6,1320440,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2577,7,1320604,164,14,14,9,5,865.4,10718.6,-6.55,54.06,5,9
2578,8,1320768,164,17,17,9,8,503.3,10768.7,-60.07,46.69,9,8
2579,9,1320932,164,2,2,1,1,903.3,3451.2,-37.68,2.73,2,0
2580,10,1321096,164,3,3,1,2,998.0,2826.8,-4.64,4.64,2,1
2581,11,1321260,164,2,2,0,2,377.7,1918.7,1.37,4.10,0,2
2582,12,1321424,164,1,1,1,0,3496.5,3496.5,-3.28,-3.28,1,0
2583,13,1321588,164,1,1,1,0,9954.7,9954.7,66.08,66.08,1,0
2584,14,1321752,164,2,2,2,0,4984.2,5029.6,5.73,7.10,2,0
2585,15,1321916,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2586,16,1322080,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2587,0,1322244,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2588,1,1322408,164,1,1,0,1,641.3,641.3,0.82,0.82,0,1
2589,2,1322572,164,3,3,2,1,667.1,12524.2,-39.86,12.01,2,1
2590,3,1322736,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2591,4,1322900,164,15,15,13,2,1314.0,11439.4,-21.84,60.34,5,10
2592,5,1323064,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2593,6,1323228,164,3,3,1,2,760.3,11472.2,-6.55,3.28,3,0
2594,7,1323392,164,16,16,11,5,1507.6,11465.1,-64.16,49.42,3,13
2595,8,1323556,164,17,17,8,9,533.7,10824.4,-46.14,64.98,1,16
2596,9,1323720,164,1,1,1,0,3426.0,3426.0,3.82,3.82,1,0
2597,10,1323884,164,1,1,1,0,3210.4,3210.4,-5.73,-5.73,1,0
2598,11,1324048,164,4,4,1,3,380.3,5396.1,-6.01,7.92,1,3
2599,12,1324212,164,3,3,3,0,3257.2,3474.4,-1.64,69.08,3,0
2600,13,1324376,164,3,3,3,0,2491.0,10550.9,1.09,66.08,2,1
2601,14,1324540,164,1,1,1,0,4963.2,4963.2,6.83,6.83,1,0
2602,15,1324704,164,1,1,0,1,1725.7,1725.7,-5.73,-5.73,1,0
2603,16,1324868,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2604,0,1325032,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2605,1,1325196,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2606,2,1325360,164,3,3,2,1,643.0,12641.6,-43.96,12.01,2,1
2607,3,1325524,164,1,1,0,1,889.3,889.3,0.82,0.82,0,1
2608,4,1325688,164,12,12,12,0,1457.8,11439.5,-0.82,69.35,5,7
2609,5,1325852,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2610,6,1326016,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2611,7,1326180,164,11,11,7,4,1505.7,10718.8,-66.89,65.53,1,10
2612,8,1326344,164,15,15,6,9,599.5,9327.8,-69.08,69.90,7,8
2613,9,1326508,164,1,1,0,1,501.2,501.2,2.18,2.18,1,0
2614,10,1326672,164,1,1,1,0,4145.6,4145.6,1.37,1.37,1,0
2615,11,1326836,164,2,2,1,1,382.4,4913.0,-6.55,8.19,1,1
2616,12,1327000,164,3,3,3,0,3450.1,4864.6,-3.00,68.81,3,0
2617,13,1327164,164,1,1,1,0,12260.0,12260.0,42.32,42.32,1,0
2618,14,1327328,164,3,3,2,1,1149.5,6833.9,-9.83,1.64,2,1
2619,15,1327492,164,1,1,0,1,2208.0,2208.0,1.09,1.09,0,1
2620,16,1327656,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2621,0,1327820,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2622,1,1327984,164,2,2,1,1,671.8,9669.5,0.82,4.91,1,1
2623,2,1328148,164,2,2,1,1,623.2,3209.6,0.82,12.01,1,1
2624,3,1328312,164,1,1,0,1,885.1,885.1,0.82,0.82,0,1
2625,4,1328476,164,15,15,11,4,453.0,11439.5,-46.14,48.05,3,12
2626,5,1328640,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2627,6,1328804,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2628,7,1328968,164,13,13,10,3,1056.5,10718.7,-54.61,1.91,4,9
2629,8,1329132,164,12,12,5,7,603.3,10811.7,-40.41,69.08,4,8
2630,9,1329296,164,2,2,2,0,3738.1,7917.5,-4.91,-3.82,2,0
2631,10,1329460,164,7,7,4,3,697.8,5418.8,-99.77,9.28,4,3
2632,11,1329624,164,3,3,0,3,379.1,1727.5,-54.06,-1.91,2,1
2633,12,1329788,164,1,1,1,0,4458.7,4458.7,68.81,68.81,1,0
2634,13,1329952,164,1,1,1,0,4504.8,4504.8,68.81,68.81,1,0
2635,14,1330116,164,4,4,2,2,1220.2,5107.0,-7.92,1.09,3,1
2636,15,1330280,164,2,2,0,2,1390.5,1506.7,-69.62,-1.09,0,2
2637,16,1330444,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2638,0,1330608,164,2,2,1,1,2307.2,3091.1,5.73,66.08,2,0
2639,1,1330772,164,1,1,1,0,3163.5,3163.5,11.74,11.74,1,0
2640,2,1330936,164,2,2,1,1,649.5,3163.4,0.82,12.01,1,1
2641,3,1331100,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2642,4,1331264,164,16,16,15,1,1315.1,11439.4,-30.85,48.87,4,12
2643,5,1331428,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2644,6,1331592,164,1,1,0,1,1005.8,1005.8,1.09,1.09,0,1
2645,7,1331756,164,18,18,9,9,982.0,10718.8,-38.50,55.97,5,13
2646,8,1331920,164,19,19,10,9,599.0,10866.5,-18.02,69.90,5,14
2647,9,1332084,164,2,2,1,1,1054.9,7935.7,-1.37,-0.82,0,2
2648,10,1332248,164,1,1,1,0,5388.4,5388.4,14.47,14.47,1,0
2649,11,1332412,164,5,5,2,3,1671.8,9929.5,-7.92,20.75,3,2
2650,12,1332576,164,2,2,2,0,3761.1,5057.3,1.09,69.08,2,0
2651,13,1332740,164,4,4,3,1,474.0,12358.4,-0.82,69.08,3,1
2652,14,1332904,164,4,4,1,3,1130.0,2225.8,-1.64,1.91,1,3
2653,15,1333068,164,1,1,0,1,2234.5,2234.5,-1.09,-1.09,0,1
2654,16,1333232,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2655,0,1333396,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2656,1,1333560,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2657,2,1333724,164,2,2,1,1,647.1,3137.4,1.37,12.01,1,1
2658,3,1333888,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2659,4,1334052,164,12,12,9,3,501.7,11439.7,-22.66,30.03,5,7
2660,5,1334216,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2661,6,1334380,164,1,1,1,0,4770.1,4770.1,-58.70,-58.70,0,1
2662,7,1334544,164,19,19,12,7,986.2,10718.8,-69.35,51.33,4,15
2663,8,1334708,164,17,17,11,6,603.2,10885.8,-63.89,44.51,6,11
2664,9,1334872,164,1,1,1,0,3401.2,3401.2,2.73,2.73,1,0
2665,10,1335036,164,3,3,2,1,1577.1,5342.4,-0.82,12.83,1,2
2666,11,1335200,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2667,12,1335364,164,1,1,1,0,5655.8,5655.8,69.08,69.08,1,0
2668,13,1335528,164,2,2,2,0,4550.7,5683.6,1.09,69.08,2,0
2669,14,1335692,164,3,3,1,2,1127.8,2087.5,-4.10,-1.09,1,2
2670,15,1335856,164,1,1,0,1,1745.8,1745.8,-3.55,-3.55,1,0
2671,16,1336020,164,3,3,1,2,1244.6,4700.1,-8.74,-1.37,2,1
2672,0,1336184,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2673,1,1336348,164,1,1,0,1,646.2,646.2,-0.82,-0.82,0,1
2674,2,1336512,164,2,2,1,1,604.5,3112.9,0.82,12.01,1,1
2675,3,1336676,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2676,4,1336840,164,13,13,10,3,450.1,11439.9,-48.33,69.08,3,10
2677,5,1337004,164,1,1,0,1,1000.5,1000.5,0.82,0.82,0,1
2678,6,1337168,164,2,2,2,0,7004.2,11490.2,-4.64,9.28,2,0
2679,7,1337332,164,15,15,9,6,840.8,10718.6,-48.05,68.26,5,10
2680,8,1337496,164,16,16,7,9,308.7,10769.2,-48.87,3.82,3,13
2681,9,1337660,164,1,1,1,0,7933.5,7933.5,-2.46,-2.46,1,0
2682,10,1337824,164,2,2,0,2,1314.3,1578.4,0.82,1.09,0,2
2683,11,1337988,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2684,12,1338152,164,4,4,3,1,2016.1,6258.4,-1.09,69.08,3,1
2685,13,1338316,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2686,14,1338480,164,5,5,2,3,1601.5,4891.6,-19.39,1.64,1,4
2687,15,1338644,164,1,1,1,0,2225.4,2225.4,1.09,1.09,0,1
2688,16,1338808,164,1,1,0,1,1121.5,1121.5,1.09,1.09,0,1
2689,0,1338972,164,1,1,0,1,1052.1,1052.1,5.19,5.19,1,0
2690,1,1339136,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2691,2,1339300,164,3,3,2,1,603.4,3067.0,-0.82,11.74,2,1
2692,3,1339464,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2693,4,1339628,164,17,17,16,1,1340.8,11440.0,-60.34,69.35,6,11
2694,5,1339792,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2695,6,1339956,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2696,7,1340120,164,16,16,11,5,985.1,11461.2,-68.26,43.96,5,11
2697,8,1340284,164,13,13,6,7,600.5,10771.9,-10.10,22.39,5,8
2698,9,1340448,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2699,10,1340612,164,3,3,1,2,1530.7,3305.3,-4.64,2.18,0,3
2700,11,1340776,164,1,1,0,1,1558.1,1558.1,-0.82,-0.82,0,1
2701,12,1340940,164,2,2,2,0,4984.8,11822.5,-4.37,40.41,2,0
2702,13,1341104,164,4,4,4,0,3234.4,6380.3,-3.82,53.79,4,0
2703,14,1341268,164,2,2,1,1,1632.6,4938.1,-4.64,1.09,1,1
2704,15,1341432,164,1,1,0,1,1170.6,1170.6,1.37,1.37,1,0
2705,16,1341596,164,1,1,1,0,2753.7,2753.7,0.82,0.82,0,1
2706,0,1341760,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2707,1,1341924,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2708,2,1342088,164,2,2,2,0,1913.4,3041.0,1.09,12.01,2,0
2709,3,1342252,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2710,4,1342416,164,16,16,14,2,1443.1,11439.6,-69.62,46.14,7,9
2711,5,1342580,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2712,6,1342744,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2713,7,1342908,164,8,8,5,3,1003.7,10718.8,-22.39,22.39,3,5
2714,8,1343072,164,19,19,8,11,549.9,10772.7,-10.92,63.62,6,13
2715,9,1343236,164,2,2,2,0,3376.9,7964.2,-7.65,2.73,2,0
2716,10,1343400,164,4,4,2,2,1553.6,3330.0,-5.46,1.37,0,4
2717,11,1343564,164,2,2,0,2,450.7,716.7,0.82,8.19,0,2
2718,12,1343728,164,5,5,4,1,766.0,7433.6,-11.19,69.62,5,0
2719,13,1343892,164,5,5,5,0,3690.5,11275.8,1.09,69.62,5,0
2720,14,1344056,164,2,2,1,1,1989.0,4793.1,-41.50,-5.73,1,1
2721,15,1344220,164,1,1,1,0,2225.5,2225.5,-1.09,-1.09,0,1
2722,16,1344384,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2723,0,1344548,164,1,1,1,0,12568.4,12568.4,32.49,32.49,0,1
2724,1,1344712,164,1,1,1,0,2994.9,2994.9,12.01,12.01,1,0
2725,2,1344876,164,3,3,2,1,650.1,2995.3,0.82,12.01,2,1
2726,3,1345040,164,1,1,0,1,887.5,887.5,-0.82,-0.82,0,1
2727,4,1345204,164,12,12,10,2,1290.6,11439.8,-14.47,11.47,4,8
2728,5,1345368,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2729,6,1345532,164,2,2,1,1,639.3,11493.4,-4.64,1.37,0,2
2730,7,1345696,164,17,17,9,8,1051.2,10718.9,-63.07,57.61,3,14
2731,8,1345860,164,12,12,4,8,502.7,10772.6,-62.53,22.12,4,8
2732,9,1346024,164,3,3,2,1,856.4,7984.4,-6.55,4.37,2,1
2733,10,1346188,164,3,3,1,2,858.6,5275.3,0.82,8.19,2,1
2734,11,1346352,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2735,12,1346516,164,3,3,3,0,4434.6,10795.4,-1.37,69.90,3,0
2736,13,1346680,164,1,1,1,0,8059.7,8059.7,69.90,69.90,1,0
2737,14,1346844,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2738,15,1347008,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2739,16,1347172,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2740,0,1347336,164,1,1,0,1,1413.5,1413.5,0.82,0.82,0,1
2741,1,1347500,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2742,2,1347664,164,1,1,1,0,2970.8,2970.8,12.01,12.01,1,0
2743,3,1347828,164,1,1,1,0,2467.0,2467.0,5.73,5.73,1,0
2744,4,1347992,164,18,18,16,2,1225.3,11439.8,-60.34,60.61,7,11
2745,5,1348156,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2746,6,1348320,164,2,2,1,1,639.8,3114.1,1.09,2.73,1,1
2747,7,1348484,164,11,11,8,3,1032.0,10718.7,-0.82,22.12,2,9
2748,8,1348648,164,14,14,7,7,615.3,10819.2,-64.98,4.10,7,7
2749,9,1348812,164,3,3,2,1,1035.1,10699.8,-6.83,46.69,2,1
2750,10,1348976,164,3,3,1,2,1318.5,8899.2,-50.24,1.09,1,2
2751,11,1349140,164,2,2,0,2,1748.8,1965.4,-3.55,1.91,2,0
2752,12,1349304,164,2,2,2,0,4459.6,8612.7,-69.35,-1.37,2,0
2753,13,1349468,164,2,2,2,0,8653.4,10263.4,-69.35,40.41,2,0
2754,14,1349632,164,3,3,3,0,3258.4,4982.1,-5.46,1.37,2,1
2755,15,1349796,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2756,16,1349960,164,1,1,0,1,2153.5,2153.5,-1.37,-1.37,0,1
2757,0,1350124,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2758,1,1350288,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2759,2,1350452,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2760,3,1350616,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2761,4,1350780,164,15,15,13,2,1343.3,11439.4,-49.69,5.73,8,7
2762,5,1350944,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2763,6,1351108,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2764,7,1351272,164,13,13,8,5,788.2,10718.7,-66.35,54.06,4,9
2765,8,1351436,164,16,16,7,9,503.9,10818.5,-17.20,63.07,7,9
2766,9,1351600,164,3,3,1,2,478.5,8011.7,-3.55,0.82,0,3
2767,10,1351764,164,2,2,1,1,2296.7,5271.5,-6.01,-2.46,1,1
2768,11,1351928,164,2,2,1,1,811.7,4981.7,-4.64,1.09,1,1
2769,12,1352092,164,2,2,2,0,9211.5,9783.1,-69.08,40.14,2,0
2770,13,1352256,164,4,4,4,0,4480.5,9740.7,-69.08,40.14,4,0
2771,14,1352420,164,1,1,1,0,4989.6,4989.6,-7.92,-7.92,1,0
2772,15,1352584,164,2,2,2,0,3234.1,3521.8,-7.10,1.37,1,1
2773,16,1352748,164,2,2,1,1,1512.7,4604.1,-4.37,-3.55,2,0
2774,0,1352912,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2775,1,1353076,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2776,2,1353240,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2777,3,1353404,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2778,4,1353568,164,14,14,12,2,1317.0,11439.6,-67.71,43.14,6,8
2779,5,1353732,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2780,6,1353896,164,1,1,1,0,4336.7,4336.7,0.82,0.82,0,1
2781,7,1354060,164,16,16,8,8,1028.0,10718.8,-69.35,52.97,3,13
2782,8,1354224,164,16,16,7,9,601.4,10815.2,-18.57,39.59,6,10
2783,9,1354388,164,4,4,1,3,835.7,3763.5,-12.83,1.09,2,2
2784,10,1354552,164,2,2,1,1,1031.3,5295.6,-5.73,-1.09,1,1
2785,11,1354716,164,2,2,0,2,376.4,422.6,4.10,23.21,0,2
2786,12,1354880,164,3,3,3,0,4892.2,9789.8,-68.81,40.14,3,0
2787,13,1355044,164,1,1,1,0,9832.2,9832.2,-68.53,-68.53,1,0
2788,14,1355208,164,1,1,0,1,1962.1,1962.1,-1.09,-1.09,0,1
2789,15,1355372,164,1,1,1,0,7121.6,7121.6,-7.37,-7.37,1,0
2790,16,1355536,164,2,2,2,0,2801.5,3329.2,-1.64,1.09,0,2
2791,0,1355700,164,3,3,1,2,187.2,4408.8,-0.82,5.73,2,1
2792,1,1355864,164,1,1,0,1,840.4,840.4,-0.82,-0.82,0,1
2793,2,1356028,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2794,3,1356192,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2795,4,1356356,164,13,13,13,0,1457.8,11439.6,-55.97,5.19,8,5
2796,5,1356520,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2797,6,1356684,164,1,1,1,0,11490.6,11490.6,-4.10,-4.10,0,1
2798,7,1356848,164,15,15,8,7,1025.5,10718.1,-45.87,42.05,3,12
2799,8,1357012,164,15,15,6,9,547.6,10813.5,-31.40,69.35,6,9
2800,9,1357176,164,1,1,1,0,3809.8,3809.8,-11.74,-11.74,1,0
2801,10,1357340,164,4,4,3,1,1318.2,5318.4,-7.10,1.09,1,3
2802,11,1357504,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2803,12,1357668,164,2,2,2,0,10393.8,11729.6,-68.26,-59.80,2,0
2804,13,1357832,164,2,2,2,0,4912.2,10430.0,-68.26,-1.91,2,0
2805,14,1357996,164,1,1,1,0,3306.8,3306.8,-1.09,-1.09,1,0
2806,15,1358160,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2807,16,1358324,164,1,1,1,0,2489.9,2489.9,-1.64,-1.64,0,1
2808,0,1358488,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2809,1,1358652,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2810,2,1358816,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2811,3,1358980,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2812,4,1359144,164,18,18,17,1,1317.6,11439.7,-65.26,54.88,6,12
2813,5,1359308,164,2,2,1,1,1340.2,4314.6,-0.82,27.03,0,2
2814,6,1359472,164,1,1,0,1,861.4,861.4,4.91,4.91,1,0
